,student_id,fundamentals,abstract,applied,vision,user_difficulty
0,1,0.8496714153011233,0.5788776907076365,0.7927059458680559,0.4247949026651695,0.17402460405451411
1,2,0.7861735698828816,0.3143010539025557,0.12601603936231331,0.21614647632405903,0.23803884927831898
2,3,0.8647688538100693,0.38890010738926944,0.5196572495333637,0.4656673686668434,0.2835925252536526
3,4,0.9523029856408026,0.3305237877909714,0.5066647185071333,0.20291420486593897,0.2962466162309755
4,5,0.7765846625276664,0.47208360938922395,0.26269603083890175,0.34175215295946926,0.19957900438093096
5,6,0.776586304305082,0.6894357062923826,0.5659168443527477,0.4119457390561121,0.22880252970323395
6,7,0.9579212815507392,0.2957915685717591,0.1519834648846764,0.5224503366387037,0.2996398343024409
7,8,0.876743472915291,0.6501640995536828,0.3191631348479343,0.6536243489910317,0.25027205714258616
8,9,0.7530525614065048,0.2936655855306225,0.05018243742043843,0.6041203915057647,0.1811735948792187
9,10,0.8542560043585965,0.28047455750062317,0.761725303392563,0.3231012802328772,0.17679185961321384
10,11,0.7536582307187538,0.6137189236686427,0.4036901012109409,0.4442431606751521,0.293037297715064
11,12,0.7534270246429744,0.6343872756015234,0.8833768069632624,0.511456338305385,0.2839550862191837
12,13,0.8241962271566035,0.6202819873525309,0.610589985303899,0.4606689313330251,0.29936685514560746
13,14,0.6086719755342203,0.18684051835637178,0.5396196426702049,0.45960571611975587,0.18707241740607608
14,15,0.6275082167486967,0.35680980438558985,0.33275446114380014,0.24158850130185922,0.29078479064268253
15,16,0.7437712470759028,0.6145977184006644,0.240729992862516,0.3270898773290539,0.2859729802114135
16,17,0.6987168879665576,0.4583083681127789,0.554594314779389,0.439559022629109,0.27040905555528477
17,18,0.8314247332595275,0.23526143076050715,0.4356971981454036,0.036016148758225675,0.1807575582861065
18,19,0.7091975924478789,0.5416635878250884,0.1821459369029398,0.5960966480014782,0.21052957905275735
19,20,0.6587696298664709,0.30703854820170595,0.14662831669833626,0.2940981350433396,0.21980542323023164
20,21,0.9465648768921555,0.8089049696784425,0.25825925417128326,0.6030257199897707,0.19799460226249105
21,22,0.7774223699513465,0.7589682924836517,0.8141934450532462,0.5898374006706365,0.20987301530647207
22,23,0.8067528204687924,0.5708194852711135,0.8926555836022608,0.41844604353314235,0.20302951331144609
23,24,0.6575251813786543,0.7222013409539547,0.490997829461782,0.6500822488552307,0.2904246629692647
24,25,0.7455617275474817,0.4629582700246762,0.4797885592482577,0.6114796017387399,0.2233305114626704
25,26,0.8110922589709867,0.6030874988750032,0.3827359256340958,0.4536557793748039,0.20208305265673576
26,27,0.6849006422577697,0.745544059060415,0.26310293033809956,0.43673605772124524,0.22646437935667157
27,28,0.8375698018345672,0.49909973635886257,0.7250358115214488,0.6645849178496535,0.29846666646261183
28,29,0.7399361310081195,0.3989625656971433,0.8247152787794272,0.5348020759111496,0.27255441436722566
29,30,0.7708306250206723,0.1090756083645768,0.27131618283214287,0.6567045752552213,0.17482300038129123
30,31,0.7398293387770604,0.4333732948557012,0.4334323243150797,0.14165388884708946,0.2083896966802513
31,32,0.9852278184508938,0.6146846369124623,0.3600267398579664,0.5147727645529193,0.21049436288557016
32,33,0.7986502775262067,0.639126685513526,0.36595218502700455,0.2633886369545941,0.21416718256361986
33,34,0.69422890710441,0.550873013143682,0.6871816510859725,0.4961317238769855,0.28338495997618063
34,35,0.882254491210319,0.34174018100755205,0.18760769092677565,0.6070730312518826,0.2994692384710473
35,36,0.6779156350028979,0.05463568621048187,0.5432939381872612,0.7608710218623653,0.24271519865067093
